T,TM,Tm,H,VV,V,VM,PM 2.5
37.3,44.7,28.0,22,3.5,8.1,20.6,121.76
37.7,46.0,29.0,19,4.0,10.4,14.8,135.54
33.0,43.0,28.8,35,3.4,10.9,27.8,139.1
34.5,40.0,29.0,31,3.4,7.6,22.2,233.82
31.1,41.0,26.0,43,2.7,10.6,20.6,178.44
36.6,43.2,29.4,30,3.5,9.1,16.5,113.9
37.5,45.8,29.7,27,3.7,12.2,27.8,103.75
34.4,42.1,28.0,44,4.0,17.2,25.9,69.88
28.4,34.6,25.0,69,3.1,11.7,22.2,56.38
32.7,38.2,25.0,50,3.4,9.3,20.6,95.23
35.3,42.0,26.4,37,3.2,9.6,18.3,123.44
38.0,44.8,29.6,26,3.7,11.5,20.6,122.2
31.6,38.5,26.3,48,3.7,15.4,29.4,40.87
31.3,38.0,26.6,51,4.0,10.9,22.2,41.83
33.2,39.6,27.1,49,3.2,7.6,16.5,66.73
36.3,43.0,25.6,33,3.5,11.5,27.8,48.6
33.9,43.4,27.8,36,3.2,12.6,27.8,62.0
33.9,43.4,23.0,37,3.1,11.9,33.5,80.14
30.1,38.2,24.0,70,2.9,13.0,29.4,60.9
28.0,33.1,23.8,75,3.2,10.7,22.2,35.1
28.7,33.4,24.6,74,2.4,10.9,18.3,58.27
35.6,40.0,29.8,53,3.5,11.9,18.3,76.1
34.5,39.7,30.7,60,3.4,11.7,16.5,51.52
35.0,41.4,28.0,60,3.4,13.5,22.2,36.62
29.5,35.0,24.2,85,2.3,5.4,22.2,43.35
28.0,30.3,26.0,90,2.6,9.4,16.5,20.52
31.9,35.2,26.4,74,2.9,7.2,14.8,46.71
30.9,36.6,25.5,73,3.4,7.4,18.3,41.42
33.4,38.8,27.7,63,3.7,6.9,16.5,45.31
34.6,39.2,30.0,55,4.2,11.1,20.6,58.46
31.2,35.8,25.5,68,4.2,11.3,20.6,22.44
31.7,35.0,28.4,70,3.5,12.0,20.6,30.35
30.8,36.0,28.0,76,3.7,12.4,22.2,32.02
33.8,39.0,28.6,65,3.1,6.3,14.8,55.96
29.9,34.4,25.0,81,3.4,10.4,14.8,28.88
31.7,36.2,28.0,71,4.0,13.7,20.6,23.12
28.7,33.8,26.2,86,2.6,12.0,16.5,22.17
31.1,35.8,26.5,74,3.2,9.1,18.3,20.17
31.3,36.3,29.0,72,3.9,11.3,18.3,24.42
27.7,31.3,26.0,94,2.6,6.3,18.3,17.1
27.8,32.3,26.2,92,2.7,10.0,18.3,17.24
29.3,31.5,27.0,82,3.1,10.2,18.3,27.56
30.1,34.1,26.4,76,3.7,15.7,22.2,27.29
29.4,34.0,26.0,84,2.9,5.6,14.8,57.42
30.2,34.0,26.6,83,2.6,5.2,18.3,36.58
29.2,32.0,27.0,91,2.4,2.0,16.5,50.42
30.9,35.4,26.6,70,3.9,12.6,18.3,""""""
31.5,36.0,27.0,67,4.0,9.8,14.8,26.54
31.6,36.0,27.0,68,4.0,12.8,16.5,30.12
28.3,29.6,26.0,89,2.6,11.1,18.3,35.48
31.1,35.6,26.4,74,4.2,13.0,18.3,22.15
31.6,36.6,27.6,74,3.4,12.0,16.5,25.5
29.1,34.0,23.6,82,2.3,6.1,27.8,51.33
28.2,34.2,23.1,83,3.1,5.2,16.5,62.33
30.1,36.5,24.6,74,3.9,6.9,18.3,34.3
26.8,32.7,25.0,95,1.9,9.1,18.3,41.62
28.0,32.1,24.0,86,3.4,10.2,18.3,25.58
27.5,32.1,25.6,84,3.5,9.8,25.9,20.06
30.0,35.0,24.4,76,3.9,8.0,14.8,38.19
28.8,33.0,23.6,81,3.4,7.4,14.8,40.34
30.3,35.0,25.8,73,3.4,8.3,14.8,51.7
30.9,35.0,26.0,71,3.4,7.0,14.8,54.83
32.1,37.3,27.0,65,3.5,5.7,14.8,54.77
31.9,36.0,27.2,67,2.4,5.0,11.1,80.47
31.8,37.4,26.6,59,3.7,9.3,18.3,64.37
31.3,37.7,25.2,55,3.7,5.7,14.8,55.55
31.4,38.7,24.7,56,3.4,5.4,16.5,70.81
30.0,35.8,25.5,71,3.7,10.9,18.3,55.93
29.5,34.9,23.0,73,3.1,7.2,16.5,50.09
30.1,35.4,25.0,67,3.1,5.2,14.8,66.12
30.7,37.0,24.2,58,2.9,3.3,11.1,80.94
29.5,36.8,23.4,46,3.7,5.9,18.3,68.47
29.4,36.5,22.0,46,3.9,8.0,22.2,63.41
29.0,36.5,22.0,55,3.5,7.2,20.6,69.45
28.7,35.7,21.0,51,3.1,6.5,16.5,70.98
29.0,35.7,22.1,56,2.4,4.4,11.1,102.2
28.9,36.8,22.0,54,2.7,4.6,11.1,107.63
28.6,36.0,22.2,49,2.7,5.6,22.2,137.42
29.0,37.0,21.1,45,2.9,4.3,16.5,147.07
28.6,36.8,20.0,44,2.6,3.9,11.1,147.83
28.6,37.2,19.0,48,2.3,3.1,11.1,176.17
28.2,36.0,20.2,47,2.1,3.7,14.8,426.52
24.6,33.0,18.1,46,2.1,3.9,11.1,203.03
25.6,35.0,17.2,49,2.3,5.6,14.8,178.91
25.1,33.1,18.0,53,2.3,5.2,11.1,167.54
23.9,31.0,17.6,60,1.4,5.0,9.4,211.64
24.7,33.0,18.3,58,1.9,8.5,11.1,179.17
24.2,31.2,18.4,67,1.4,5.4,13.0,160.69
24.2,31.2,18.0,69,1.6,5.0,11.1,168.16
22.1,30.2,13.0,67,0.5,3.3,11.1,517.93
20.2,28.0,12.0,74,0.3,3.1,11.1,639.19
21.9,30.0,14.5,57,0.6,3.0,9.4,495.9
21.2,28.9,14.6,65,1.0,7.0,11.1,354.56
21.2,28.4,16.0,60,1.1,10.9,16.5,254.36
21.0,28.2,15.0,57,1.8,9.1,14.8,192.04
18.8,24.5,13.0,47,2.6,11.5,22.2,128.65
16.5,24.6,10.0,51,2.1,8.3,16.5,171.34
16.7,24.4,9.0,48,2.7,7.6,18.3,178.08
17.7,26.4,10.5,42,2.1,4.6,14.8,185.31
16.2,26.0,11.4,51,1.4,2.8,13.0,224.37
17.7,25.4,10.5,48,2.1,7.8,18.3,198.34
17.2,26.0,9.3,47,2.3,3.5,13.0,190.45
16.9,26.1,9.0,45,2.3,3.1,14.8,208.87
16.9,26.1,9.8,51,1.6,1.9,9.4,240.87
17.8,24.7,11.0,39,3.4,11.5,22.2,88.95
16.8,24.2,9.6,40,2.4,8.1,20.6,115.08
17.3,26.1,9.6,44,2.3,3.5,9.4,165.76
14.2,19.0,11.0,88,0.6,9.6,14.8,134.99
12.8,18.4,9.0,83,1.1,10.9,16.5,126.67
11.9,19.9,8.0,76,1.1,11.1,14.8,127.57
15.4,23.4,9.0,58,1.6,7.2,14.8,168.33
16.5,21.2,10.6,71,1.0,5.9,14.8,283.24
16.8,24.2,11.0,67,1.0,7.6,14.8,293.14
14.8,22.8,8.9,66,1.3,5.6,18.3,259.0
14.8,23.0,8.0,68,1.4,5.6,13.0,224.42
16.2,25.0,8.6,57,1.9,3.7,14.8,224.27
12.8,20.2,6.0,79.0,0.5,4.8,14.8,303.41
11.7,17.4,8.0,84.0,0.6,5.6,11.1,277.48
10.7,17.0,6.0,85.0,0.5,5.7,11.1,217.01
12.1,20.4,5.8,68.0,1.4,10.6,20.6,191.66
12.3,21.2,5.8,66.0,1.4,5.7,16.5,152.98
12.8,21.2,5.7,68.0,1.1,7.6,18.3,233.1
14.6,23.7,7.3,57.0,1.6,4.8,51.9,230.5
14.3,24.6,6.9,57.0,1.8,6.1,16.5,191.47
13.9,22.9,7.0,61.0,1.9,11.5,20.6,177.71
14.9,23.0,6.0,76.0,0.6,8.0,18.3,253.7
13.2,22.5,7.0,66.0,1.4,7.4,20.6,152.33
14.5,24.4,5.0,54.0,2.6,4.1,13.0,153.61
11.6,16.4,8.0,94.0,0.5,8.9,16.5,111.75
11.8,17.6,8.5,88.0,0.6,5.9,11.1,128.45
12.3,19.2,7.0,79.0,0.8,5.7,11.1,155.2
16.8,25.0,9.9,63.0,2.1,10.6,24.1,123.48
18.9,27.2,10.7,57.0,2.4,5.2,13.0,157.33
18.1,27.2,11.0,61.0,2.1,8.0,14.8,140.35
16.3,24.6,10.0,54.0,2.3,9.4,14.8,115.05
15.0,24.0,7.0,51.0,2.4,8.9,18.3,131.49
14.9,23.6,6.4,52.0,1.9,4.4,14.8,186.19
15.6,24.8,7.3,51.0,2.3,6.3,14.8,203.33
16.9,23.9,10.2,70.0,2.7,9.3,16.5,103.93
15.3,23.9,8.0,63.0,2.7,12.0,22.2,76.92
17.0,24.6,10.0,66.0,2.3,13.1,22.2,94.49
18.7,28.0,10.8,50.0,2.7,6.5,14.8,172.55
20.4,29.3,11.4,52.0,2.7,6.3,16.5,167.16
23.4,32.2,14.4,45.0,3.1,4.4,13.0,172.99
22.4,32.4,15.0,58.0,2.7,13.1,20.6,106.26
21.0,28.4,13.6,59.0,2.9,13.7,24.1,67.27
22.8,30.2,15.0,62.0,2.7,10.2,22.2,85.53
23.1,30.8,16.2,54.0,2.6,7.4,14.8,120.71
24.2,32.0,16.6,52.0,3.1,5.9,18.3,139.18
24.8,33.1,17.0,51.0,2.7,8.1,14.8,98.25
21.9,30.5,13.4,51.0,3.2,9.8,22.2,87.62
24.2,33.0,14.2,46.0,2.9,5.2,13.0,139.88
24.9,33.1,16.5,45.0,3.5,9.4,16.5,134.76
27.3,37.5,15.0,32.0,3.7,8.0,18.3,109.22
27.3,34.4,19.8,29.0,3.7,9.4,16.5,116.62
25.8,33.1,18.8,42.0,3.2,10.4,20.6,108.98
25.9,35.5,16.6,38.0,3.1,7.6,18.3,81.93
27.8,36.2,17.1,34.0,2.9,7.2,16.5,109.99
25.9,33.6,20.8,48.0,3.5,12.0,22.2,133.53
25.9,34.1,17.8,45.0,3.1,12.8,25.9,85.34
26.4,35.2,17.0,39.0,2.9,8.9,22.2,85.9
28.7,38.8,17.8,29.0,3.2,7.8,22.2,111.26
26.9,35.4,20.2,41.0,3.5,13.9,18.3,101.59
28.3,36.2,20.4,42.0,3.9,10.6,18.3,75.14
30.2,37.2,22.4,38.0,3.5,11.5,18.3,96.38
31.9,40.0,23.1,38.0,3.5,9.4,18.3,101.18
28.6,36.2,19.7,47.0,4.0,12.0,22.2,48.46
29.8,37.8,22.3,44.0,3.5,15.9,22.2,50.27
25.8,31.8,20.4,60.0,3.5,10.2,27.8,49.56
29.3,37.0,19.0,24.0,3.7,7.8,16.5,83.96
30.5,38.4,20.0,25.0,2.9,9.6,24.1,97.16
32.1,40.0,22.0,28.0,3.2,4.1,13.0,107.36
33.3,41.0,24.6,24.0,3.7,10.2,22.2,89.49
33.4,40.2,25.0,19.0,3.1,16.5,24.1,100.01
29.1,36.1,22.8,27.0,2.9,14.8,18.3,119.24
34.7,43.1,22.1,14.0,3.4,8.7,20.6,117.56
33.5,41.0,27.1,39.0,3.4,15.6,22.2,107.47
34.6,41.2,28.5,38.0,2.7,17.4,22.2,84.13
32.0,38.7,25.6,48.0,4.2,17.2,25.9,54.88
30.1,39.2,23.0,49.0,2.9,17.4,37.0,66.74
29.6,36.6,21.5,47.0,3.1,16.3,22.2,47.25
33.7,41.0,24.5,29.0,3.2,11.5,37.0,111.95
29.4,36.5,24.0,38.0,3.9,11.9,27.8,61.0
29.1,37.9,23.0,44.0,3.7,5.0,37.0,71.99
30.7,43.2,23.0,47.0,3.5,16.1,46.5,80.64
30.7,37.6,21.6,45.0,3.1,10.9,16.5,49.22
32.4,39.7,25.0,46.0,3.7,13.5,55.4,67.23
34.4,42.4,27.1,32.0,2.6,9.1,18.3,103.98
36.1,42.6,27.0,18.0,3.7,11.3,20.6,83.66
37.3,44.2,27.4,13.0,3.5,11.5,22.2,71.25
37.5,45.4,26.7,13.0,3.7,9.4,22.2,83.88
38.0,46.2,27.0,13.0,3.1,7.8,14.8,103.02
38.3,45.8,30.8,13.0,3.7,9.8,18.3,97.37
37.2,43.6,28.2,33.0,3.4,12.0,24.1,71.99
33.9,43.7,27.0,44.0,3.1,16.9,37.0,79.98
32.8,43.7,25.4,44.0,3.7,16.7,22.2,52.6
34.7,41.5,27.3,48.0,3.5,15.6,24.1,59.52
36.6,42.4,28.8,46.0,3.1,11.7,16.5,73.77
36.1,42.1,31.0,51.0,2.9,16.7,22.2,76.78
31.4,40.9,23.9,68.0,2.7,15.2,55.4,52.79
38.2,42.2,33.3,34.0,1.6,16.7,29.4,261.77
37.7,42.0,31.8,34.0,1.9,14.6,27.8,225.49
36.6,41.2,32.0,37.0,2.3,14.3,27.8,153.28
34.3,41.3,26.0,43.0,3.2,10.9,22.2,52.76
36.4,43.2,29.7,38.0,3.2,10.4,18.3,67.55
36.8,43.2,31.3,37.0,2.9,8.0,16.5,76.98
36.2,43.6,31.0,40.0,3.1,13.9,20.6,46.9
32.6,34.8,29.0,53.0,3.2,10.4,21.7,29.98
29.8,38.0,25.6,78.0,2.6,12.8,27.8,52.48
32.3,37.0,27.9,72.0,3.1,13.7,27.8,34.18
31.8,37.7,24.0,64.0,3.9,14.1,37.0,34.24
32.3,35.0,30.0,70.0,3.5,11.3,16.5,44.55
34.1,39.0,28.3,54.0,3.2,8.7,22.2,61.93
35.2,41.1,29.0,51.0,3.2,7.2,14.8,68.2
34.3,41.1,30.0,62.0,3.1,12.4,22.2,70.48
28.8,33.6,26.0,87.0,2.9,8.0,22.2,28.44
29.3,33.6,25.6,85.0,2.6,9.4,22.2,33.82
31.5,36.2,27.2,76.0,3.5,12.2,20.6,37.76
31.5,38.0,28.0,74.0,2.4,7.4,13.0,35.04
29.9,33.2,27.0,83.0,2.7,6.5,14.8,37.26
29.1,35.2,26.6,87.0,2.4,7.6,14.8,50.21
29.2,37.8,27.0,89.0,3.1,6.7,18.3,34.7
26.8,28.0,25.8,99.0,2.6,10.9,16.5,32.22
26.8,28.2,25.6,98.0,2.6,10.7,16.5,21.75
30.1,34.9,23.6,75.0,3.1,10.7,22.2,50.59
31.5,35.4,23.4,68.0,3.2,10.7,18.3,55.77
31.3,35.6,28.0,67.0,3.4,12.2,22.2,71.5
31.0,35.8,27.8,65.0,3.4,13.0,22.2,65.46
28.4,33.2,25.9,86.0,2.6,7.2,16.5,44.54
30.2,34.2,25.3,82.0,3.2,8.9,14.8,36.7
31.7,36.4,27.1,70.0,3.7,12.2,18.3,36.84
30.5,34.2,26.1,73.0,3.7,7.6,14.8,32.75
31.8,35.2,27.4,71.0,3.5,8.0,14.8,46.85
30.8,36.4,27.8,73.0,2.9,10.0,18.3,43.0
29.1,34.2,27.3,88.0,2.6,4.8,14.8,47.01
30.1,35.6,27.0,82.0,2.6,8.1,20.6,61.1
31.8,37.2,26.4,74.0,3.4,9.8,20.6,30.98
29.7,34.9,26.4,76.0,3.7,12.0,18.3,21.96
30.9,36.2,26.1,73.0,3.5,10.9,20.6,23.96
29.4,36.2,26.2,85.0,3.4,7.6,11.1,24.78
31.2,35.0,27.5,75.0,3.7,9.4,20.6,47.53
28.3,31.0,26.0,91.0,2.6,6.3,18.3,45.19
26.9,29.0,25.0,93.0,2.3,8.7,18.3,40.9
27.2,30.2,25.4,94.0,2.1,4.8,16.5,42.06
27.7,35.0,24.3,92.0,2.3,5.2,25.9,42.11
28.2,32.2,24.8,86.0,2.7,14.1,24.1,35.45
28.2,32.4,24.3,82.0,3.7,11.5,22.2,29.1
29.1,34.2,24.0,73.0,4.0,11.3,22.2,27.49
29.5,35.2,24.5,72.0,4.2,10.4,18.3,31.38
30.6,35.2,24.7,63.0,4.3,11.1,18.3,37.48
30.3,36.0,24.2,64.0,3.5,9.1,20.6,58.63
30.4,36.4,26.4,64.0,3.1,8.1,13.0,73.3
27.9,34.7,23.0,75.0,3.9,14.4,22.2,46.73
24.6,27.6,21.6,91.0,3.2,10.9,18.3,21.45
27.2,32.4,22.0,79.0,3.7,6.5,14.8,42.83
28.7,35.0,23.1,74.0,3.7,5.0,14.8,71.44
28.8,35.2,22.8,66.0,3.5,6.7,14.8,65.78
29.2,36.2,22.9,59.0,3.2,6.3,14.8,76.03
29.7,36.8,22.0,56.0,3.7,4.8,11.1,63.37
27.6,34.6,20.0,56.0,3.1,5.0,14.8,81.14
28.4,35.8,21.2,54.0,2.9,5.9,14.8,118.6
28.8,36.0,21.9,56.0,3.4,8.1,14.8,103.26
25.1,31.8,18.2,56.0,3.4,6.9,18.3,132.93
25.5,33.0,18.0,51.0,3.2,6.9,16.5,91.88
26.1,34.2,18.6,51.0,3.1,5.4,11.1,115.96
25.6,33.3,18.0,53.0,2.3,6.3,13.0,137.73
25.3,33.6,18.0,47.0,2.6,4.4,11.1,168.87
24.3,33.6,18.2,48.0,2.9,6.1,14.8,141.15
24.7,33.4,17.1,51.0,3.1,4.8,11.1,168.82
24.1,31.0,17.8,52.0,2.1,2.6,9.4,203.12
23.4,32.1,17.0,57.0,2.4,2.0,9.4,206.05
24.0,31.4,17.3,58.0,2.1,2.4,7.6,225.17
24.1,31.7,18.0,58.0,2.1,3.7,9.4,236.67
24.5,32.6,17.0,57.0,2.3,8.5,13.0,205.44
24.3,30.9,18.6,59.0,2.6,13.9,20.6,159.56
19.1,27.8,12.1,44.0,2.3,5.0,14.8,175.43
18.8,26.8,12.0,51.0,1.6,0.9,7.6,420.3
20.6,30.0,12.8,60.0,1.6,2.6,11.1,300.91
22.5,30.3,16.4,66.0,1.6,9.1,18.3,265.06
22.5,29.4,17.0,70.0,2.9,9.1,14.8,136.2
21.1,27.2,14.0,70.0,2.1,8.5,16.5,98.53
19.9,27.2,12.0,52.0,2.6,5.2,11.1,133.62
18.7,27.2,12.1,64.0,2.3,3.0,11.1,200.69
20.9,28.0,12.5,54.0,2.4,5.0,16.5,205.53
17.9,26.2,11.0,59.0,2.4,5.9,16.5,147.48
18.6,27.2,10.6,50.0,2.7,2.4,9.4,164.63
17.2,26.2,10.5,58.0,1.9,3.3,11.1,178.87
15.7,23.4,9.0,69.0,1.6,5.0,14.8,193.81
16.4,24.2,8.0,63.0,2.1,3.7,9.4,202.83
15.9,24.8,10.0,60.0,1.9,2.2,9.4,226.35
15.3,21.0,10.0,73.0,2.3,8.9,14.8,94.29
13.8,21.2,9.0,78.0,1.9,8.3,14.8,113.42
14.3,22.0,8.1,69.0,1.9,10.0,18.3,122.69
13.4,22.2,6.8,64.0,1.6,5.4,13.0,205.22
13.3,22.2,6.5,63.0,1.8,3.3,13.0,258.1
12.4,20.5,6.0,67.0,1.4,4.3,14.8,252.2
11.0,18.6,5.0,81.0,0.6,7.8,20.6,268.2
12.1,20.2,4.0,61.0,1.8,4.1,13.0,241.0
12.7,20.0,5.5,61.0,1.3,8.7,14.8,290.1
13.3,22.2,5.6,61.0,1.3,4.4,14.8,nan
14.1,22.2,5.8,61.0,1.8,4.3,11.1,287.34
15.1,23.6,8.2,64.0,1.1,3.9,13.0,331.2
12.1,19.0,7.0,84.0,0.6,8.5,16.5,355.4
12.6,19.2,8.0,85.0,1.1,6.1,11.1,181.74
11.8,19.4,8.0,88.0,0.6,8.3,16.5,156.26
13.0,20.8,7.0,67.0,2.1,10.4,22.2,143.66
16.3,23.2,8.9,67.0,1.3,8.5,14.8,272.45
12.1,19.4,6.0,57.0,2.4,13.1,22.2,94.44
11.1,18.2,5.6,67.0,2.1,7.8,59.4,134.57
15.8,25.1,7.8,60.0,1.6,3.9,11.1,262.68
19.3,28.5,7.8,54.0,2.1,5.2,11.1,314.59
16.7,28.5,12.6,77.0,1.8,14.1,25.9,175.49
13.6,21.7,10.0,77.0,1.6,9.1,14.8,81.2
12.1,19.4,6.8,64.0,1.8,9.4,14.8,101.61
10.6,17.4,5.0,74.0,1.9,10.7,18.3,136.47
15.1,20.9,10.7,60.0,2.6,10.0,18.3,204.25
14.1,22.0,9.0,79.0,1.1,11.9,18.3,178.68
11.7,16.6,8.0,96.0,0.6,11.9,18.3,177.32
12.4,18.0,8.0,92.0,0.6,6.9,14.8,131.1
15.2,19.2,9.6,94.0,1.9,13.9,27.8,65.65
13.4,20.2,8.0,74.0,2.4,9.4,18.3,72.29
13.3,20.8,7.0,71.0,2.4,8.5,18.3,82.5
19.0,25.4,12.6,62.0,1.6,7.0,13.0,198.26
17.2,25.4,13.9,80.0,1.6,13.5,22.2,153.73
16.4,21.0,13.2,85.0,1.4,10.6,18.3,123.46
18.8,23.5,13.0,76.0,1.6,6.9,11.1,126.12
18.1,21.2,16.0,81.0,2.6,11.7,22.2,102.3
21.7,29.0,14.8,64.0,2.7,10.4,18.3,73.33
17.5,26.4,11.5,55.0,2.9,9.6,25.9,92.36
15.7,22.4,11.2,64.0,3.2,9.8,24.1,59.97
14.7,21.6,10.5,69.0,3.2,8.0,18.3,47.18
17.1,24.9,8.8,54.0,2.9,7.4,18.3,93.83
14.7,19.2,12.0,84.0,2.3,8.3,20.6,109.6
17.2,22.5,11.7,84.0,2.3,6.7,18.3,62.92
19.3,28.2,11.2,54.0,2.6,7.4,14.8,104.61
20.4,28.2,12.8,54.0,3.1,7.0,14.8,92.07
20.2,27.6,13.6,53.0,3.2,10.6,22.2,73.31
18.7,24.0,14.0,60.0,2.9,3.3,11.1,89.17
17.3,25.2,12.0,71.0,2.6,10.6,22.2,111.2
18.7,27.2,10.1,64.0,2.3,12.4,22.2,74.88
23.6,32.4,14.0,45.0,2.7,9.3,14.8,103.77
26.3,34.4,17.8,41.0,2.7,9.3,22.2,89.82
24.8,32.2,18.0,48.0,3.4,9.6,16.5,112.29
22.6,31.8,16.0,55.0,2.9,11.5,18.3,65.0
23.7,31.4,16.0,50.0,3.5,11.3,22.2,75.82
24.4,33.0,16.0,45.0,2.9,8.1,18.3,78.37
27.8,36.0,18.0,34.0,3.4,13.1,22.2,58.96
26.4,37.0,16.0,33.0,3.2,10.6,22.2,59.08
27.3,36.9,18.4,32.0,3.7,6.9,14.8,90.1
28.7,38.2,18.7,34.0,3.5,7.0,18.3,85.02
29.1,40.4,22.0,51.0,2.4,12.4,27.8,152.91
28.3,37.5,20.5,46.0,2.9,6.9,20.6,81.3
29.8,38.2,21.8,42.0,3.2,5.9,13.0,87.74
31.6,39.2,23.8,32.0,4.0,13.7,24.1,55.93
32.4,39.6,23.9,31.0,3.7,13.7,18.3,51.51
32.6,41.2,24.0,30.0,3.7,11.9,29.4,54.84
26.3,33.6,19.0,46.0,3.1,8.7,14.8,71.62
28.8,36.3,20.5,36.0,3.1,5.4,13.0,90.55
31.9,39.2,22.9,31.0,3.1,7.6,18.3,95.24
34.5,42.2,25.4,25.0,3.1,10.9,22.2,82.37
34.8,42.2,25.6,22.0,3.5,15.6,33.5,73.06
34.8,43.0,25.0,17.0,3.1,13.0,27.8,76.44
34.9,43.0,25.5,23.0,2.9,6.9,14.8,111.57
32.0,40.4,26.4,30.0,2.9,16.5,55.4,77.72
30.7,40.3,25.0,35.0,3.4,10.0,18.3,52.16
34.8,43.0,24.2,19.0,2.6,9.6,27.8,128.78
35.5,43.6,26.0,20.0,3.1,10.7,25.9,143.34
35.4,43.6,27.6,20.0,2.9,13.0,27.8,137.2
31.1,41.5,24.0,35.0,2.3,10.2,33.5,170.81
30.6,37.2,23.4,37.0,3.5,8.0,20.6,58.22
29.1,36.0,22.0,47.0,3.2,8.0,22.2,84.81
31.4,41.4,24.0,44.0,2.9,8.7,37.0,92.4
29.6,41.4,23.9,53.0,3.4,12.6,24.1,43.86
32.2,39.0,24.6,35.0,4.0,13.0,20.6,43.66
37.2,45.0,26.5,20.0,3.9,8.5,20.6,74.8
37.9,46.8,28.6,18.0,3.4,8.9,22.2,85.21
38.3,46.8,28.7,18.0,3.9,8.7,18.3,88.57
37.8,46.2,29.8,30.0,3.7,11.3,20.6,95.4
37.1,46.1,30.5,42.0,3.4,13.7,44.6,73.36
35.0,44.6,30.3,43.0,2.7,15.7,24.1,66.94
34.7,45.3,26.2,43.0,3.7,9.6,16.5,54.81
38.2,45.2,29.4,26.0,3.2,6.7,18.3,69.75
38.4,46.2,29.3,24.0,3.4,6.5,16.5,101.05
36.7,43.4,29.8,35.0,3.7,11.1,18.3,52.66
37.7,45.2,29.6,21.0,3.9,10.9,24.1,53.79
37.4,45.4,28.0,25.0,3.2,13.5,27.8,81.86
31.4,38.8,25.5,49.0,3.2,9.1,18.3,79.96
33.2,41.2,25.0,44.0,3.9,8.7,27.8,42.76
34.4,41.2,28.7,44.0,3.4,9.3,27.8,71.15
34.2,40.4,27.9,52.0,3.5,7.0,13.0,53.65
36.5,42.8,29.8,42.0,3.4,10.4,20.6,67.36
35.0,42.8,30.0,40.0,3.1,12.0,24.1,65.3
36.3,44.8,30.6,38.0,3.1,10.9,16.5,57.27
35.5,43.4,30.2,48.0,2.9,12.2,16.5,71.68
35.1,41.9,30.2,50.0,3.9,11.7,22.2,39.99
31.8,37.0,27.5,67.0,3.4,8.0,18.3,38.81
32.9,38.2,29.0,61.0,2.7,8.1,18.3,49.12
31.2,38.2,28.1,68.0,2.7,11.9,22.2,42.56
35.0,40.9,31.0,47.0,3.2,13.9,27.8,63.18
33.8,39.8,28.0,48.0,2.9,13.7,22.2,63.16
28.4,39.8,23.0,73.0,3.2,12.4,37.0,42.04
31.6,36.4,24.6,68.0,3.4,7.4,11.1,63.02
29.4,36.4,25.0,82.0,2.9,7.2,25.9,46.43
29.5,37.0,25.0,82.0,2.7,6.3,27.8,50.57
27.8,38.2,26.2,87.0,2.9,8.1,14.8,22.79
27.6,32.2,25.7,90.0,2.3,9.1,20.6,30.63
27.8,32.2,25.1,89.0,2.9,12.8,22.2,26.16
30.8,34.2,27.1,77.0,3.2,9.1,16.5,30.22
31.3,36.8,27.2,72.0,2.9,10.7,18.3,34.26
29.1,36.8,27.0,85.0,2.6,5.4,18.3,35.06
28.4,34.2,26.3,89.0,2.3,6.7,22.2,38.54
30.2,34.4,24.9,79.0,3.1,9.8,18.3,32.63
32.4,37.5,26.9,70.0,3.5,11.1,22.2,27.69
30.2,33.8,27.0,72.0,3.9,17.6,27.8,14.59
29.2,36.4,26.0,87.0,2.6,9.8,18.3,21.68
29.4,36.4,25.7,88.0,2.3,5.6,27.8,33.21
29.7,33.6,24.5,82.0,2.9,13.1,22.2,28.78
30.0,34.7,24.6,80.0,2.7,6.9,14.8,38.55
30.3,35.3,26.1,74.0,2.6,11.1,22.2,41.74
30.9,36.1,26.0,68.0,2.9,10.7,20.6,46.69
27.7,33.8,25.6,84.0,2.6,9.1,18.3,33.49
30.4,35.4,24.9,73.0,3.5,10.4,20.6,25.06
31.6,36.6,26.8,68.0,3.4,7.4,11.1,40.68
31.8,37.7,28.2,69.0,2.7,4.8,14.8,57.16
29.3,37.5,25.9,79.0,3.5,10.9,27.8,35.13
31.1,36.6,25.6,72.0,2.9,5.6,11.1,46.15
31.4,36.6,27.9,73.0,2.3,5.0,9.4,70.64
29.6,36.6,26.8,80.0,3.1,10.0,16.5,34.98
31.5,36.6,26.0,71.0,2.9,6.1,13.0,32.83
32.3,38.2,27.5,65.0,3.2,6.3,14.8,56.31
31.7,38.7,27.1,68.0,3.5,10.0,14.8,33.59
30.5,38.7,27.0,71.0,3.4,12.0,16.5,26.65
29.6,35.4,26.8,78.0,3.1,6.7,14.8,35.52
27.9,36.0,24.6,74.0,3.4,10.4,16.5,21.74
29.3,34.8,24.0,70.0,3.7,8.7,14.8,40.33
26.7,37.1,23.0,83.0,2.7,5.4,27.8,39.23
28.1,33.3,23.3,73.0,3.4,10.6,18.3,30.52
28.4,34.5,24.8,73.0,3.9,13.3,20.6,22.9
27.1,33.8,24.4,78.0,3.7,11.7,18.3,15.66
27.1,33.0,22.6,79.0,2.9,7.8,13.0,33.92
28.4,33.0,23.0,66.0,3.1,4.8,11.1,40.16
27.3,36.4,21.8,68.0,3.2,6.7,27.8,57.99
26.6,32.5,22.0,62.0,3.5,12.4,20.6,55.88
